"cop","Inf.round","clutch","selection_line","exposed","checking_day","cop_stage_checking","infection","grp","dead","dpi"
"4_005_3B",1,"F6","fast",1,2,"C2",1,"fast",0,30
"4_005_3C",1,"","",0,NA,NA,NA,"unexp",0,30
"4_005_3D",1,"F5","fast",1,2,"C1",1,"fast",1,6
"4_005_4A",1,"","",0,2,"C2",0,"unexp",1,6
"4_005_4B",1,"F6","fast",1,2,"C2",1,"fast",0,30
"4_005_4C",1,"F7","fast",1,2,"C2",1,"fast",1,6
"4_005_4D",1,"F5","fast",1,2,"C2",0,"uninf",1,6
"4_005_5A",1,"F6","fast",1,2,"C2",1,"fast",0,30
"4_005_5B",1,"F6","fast",1,2,"C2",1,"fast",1,6
"4_005_5C",1,"F7","fast",1,2,"C2",0,"uninf",1,6
"4_005_5D",1,"F5","fast",1,2,"C1",0,"uninf",1,6
"4_005_6A",1,"F6","fast",1,2,"C2",0,"uninf",1,17
"4_005_6B",1,"F6","fast",1,2,"C2",0,"uninf",0,30
"4_005_6C",1,"F7","fast",1,2,"C2",0,"uninf",1,6
"4_005_6D",1,"F5","fast",1,2,"C2",0,"uninf",1,6
"4_006_1A",1,"S4","slow",1,3,"C2",1,"slow",1,8
"4_006_1B",1,"S4","slow",1,3,"C2",0,"uninf",1,6
"4_006_1C",1,"S4","slow",1,3,"C2",1,"slow",1,6
"4_006_1D",1,"S4","slow",1,3,"C2",0,"uninf",0,30
"4_006_2A",1,"S4","slow",1,3,"C2",1,"slow",1,6
"4_006_2B",1,"S4","slow",1,3,"C2",0,"uninf",1,6
"4_006_2C",1,"S4","slow",1,3,"C2",0,"uninf",0,30
"4_006_2D",1,"S4","slow",1,3,"C2",0,"uninf",1,29
"4_006_3A",1,"S4","slow",1,3,"C2",0,"uninf",1,6
"4_006_3B",1,"","",0,3,"C2",0,"unexp",1,6
"4_006_3C",1,"S4","slow",1,3,"C1",0,"uninf",1,15
"4_006_3D",1,"S4","slow",1,3,"C2",1,"slow",0,30
"4_006_4A",1,"S4","slow",1,3,"C2",0,"uninf",1,6
"4_006_4B",1,"S4","slow",1,3,"C2",1,"slow",1,6
"4_006_4C",1,"S4","slow",1,3,"C2",1,"slow",0,30
"4_006_4D",1,"","",0,3,"C2",0,"unexp",1,8
"4_006_5A",1,"S4","slow",1,3,"C2",0,"uninf",1,6
"4_006_5B",1,"S4","slow",1,3,"C2",1,"slow",1,6
"4_006_5C",1,"S4","slow",1,3,"C2",1,"slow",0,30
"4_006_5D",1,"S4","slow",1,3,"C2",0,"uninf",1,6
"4_006_6A",1,"S4","slow",1,NA,NA,NA,"uninf",0,30
"4_006_6B",1,"S4","slow",1,3,"C2",0,"uninf",1,6
"4_006_6C",1,"S4","slow",1,3,"C3",0,"uninf",0,30
"4_006_6D",1,"S4","slow",1,3,"C2",0,"uninf",0,30
"4_007_1A",1,"F12","fast",1,3,"C2",1,"fast",0,30
"4_007_1B",1,"F12","fast",1,3,"C2",0,"uninf",1,30
"4_007_1C",1,"F12","fast",1,3,"C2",1,"fast",1,6
"4_007_1D",1,"F12","fast",1,3,"C2",1,"fast",1,6
"4_007_2A",1,"F12","fast",1,NA,NA,NA,"uninf",0,30
"4_007_2B",1,"F12","fast",1,NA,NA,NA,"uninf",0,30
"4_007_2C",1,"F12","fast",1,3,"C2",1,"fast",1,6
"4_007_2D",1,"F12","fast",1,3,"C2",0,"uninf",1,8
"4_007_3A",1,"","",0,3,"C2",0,"unexp",0,30
"4_007_3B",1,"F12","fast",1,3,"C2",1,"fast",0,30
"4_007_3C",1,"F12","fast",1,3,"C2",1,"fast",1,8
"4_007_3D",1,"F12","fast",1,3,"C2",1,"fast",1,8
"4_007_4A",1,"F12","fast",1,3,"C2",0,"uninf",1,15
"4_007_4B",1,"F12","fast",1,3,"C2",1,"fast",0,30
"4_007_4C",1,"","",0,3,"C2",0,"unexp",1,6
"4_007_4D",1,"F12","fast",1,3,"C2",1,"fast",1,6
"4_007_5A",1,"F12","fast",1,3,"C2",0,"uninf",1,10
"4_007_5B",1,"F12","fast",1,3,"C2",1,"fast",1,29
"4_007_5C",1,"F12","fast",1,3,"C2",1,"fast",1,6
"4_007_5D",1,"F12","fast",1,3,"C2",1,"fast",1,6
"4_007_6A",1,"F12","fast",1,3,"C2",0,"uninf",0,30
"4_007_6B",1,"F12","fast",1,3,"C2",0,"uninf",0,30
"4_007_6C",1,"F12","fast",1,3,"C2",1,"fast",1,6
"4_007_6D",1,"F12","fast",1,3,"C2",0,"uninf",1,6
"4_008_1A",1,"F6","fast",1,3,"C2",0,"uninf",1,8
"4_008_1B",1,"F6","fast",1,3,"C2",1,"fast",1,6
"4_008_1C",1,"F6","fast",1,3,"C2",1,"fast",0,30
"4_008_1D",1,"F6","fast",1,3,"C2",1,"fast",1,6
"4_008_2A",1,"F6","fast",1,3,"C2",0,"uninf",1,8
"4_008_2B",1,"F6","fast",1,3,"C2",0,"uninf",1,6
"4_008_2C",1,"F6","fast",1,3,"C2",1,"fast",0,30
"4_008_2D",1,"F6","fast",1,3,"C2",1,"fast",0,30
"4_008_3A",1,"F6","fast",1,3,"C2",1,"fast",1,6
"4_008_3B",1,"F6","fast",1,3,"C2",0,"uninf",1,8
"4_008_3C",1,"F6","fast",1,3,"C2",0,"uninf",0,30
"4_008_3D",1,"","",0,3,"C2",0,"unexp",0,30
"4_008_4A",1,"","",0,3,"C2",0,"unexp",1,6
"4_008_4B",1,"F6","fast",1,3,"C2",1,"fast",1,8
"4_008_4C",1,"F6","fast",1,3,"C2",1,"fast",0,30
"4_008_4D",1,"F6","fast",1,NA,NA,NA,"uninf",0,30
"4_008_5A",1,"F6","fast",1,3,"C1",1,"fast",1,6
"4_008_5B",1,"F6","fast",1,3,"C2",0,"uninf",1,6
"4_008_5C",1,"F6","fast",1,3,"C2",0,"uninf",0,30
"4_008_5D",1,"F6","fast",1,3,"C2",1,"fast",0,30
"4_008_6A",1,"F6","fast",1,3,"C2",1,"fast",1,6
"4_008_6B",1,"F6","fast",1,3,"C1",0,"uninf",1,8
"4_008_6C",1,"F6","fast",1,3,"C2",1,"fast",0,30
"4_008_6D",1,"F6","fast",1,NA,NA,NA,"uninf",0,30
"4_009_1A",1,"C4","control",1,3,"C2",0,"uninf",0,30
"4_009_1B",1,"C4","control",1,3,"C2",0,"uninf",0,30
"4_009_1C",1,"C4","control",1,3,"C2",1,"control",1,6
"4_009_1D",1,"C4","control",1,3,"C2",0,"uninf",1,8
"4_009_2A",1,"C4","control",1,3,"C3",1,"control",0,30
"4_009_2B",1,"C4","control",1,3,"C2",0,"uninf",0,30
"4_009_2C",1,"C4","control",1,NA,NA,NA,"uninf",0,30
"4_009_2D",1,"C4","control",1,3,"C2",0,"uninf",1,6
"4_009_3A",1,"C4","control",1,3,"C2",1,"control",0,30
"4_009_3B",1,"C4","control",1,3,"C2",1,"control",0,30
"4_009_3C",1,"C4","control",1,3,"C2",1,"control",1,8
"4_009_3D",1,"C4","control",1,3,"C2",1,"control",1,6
"4_009_4A",1,"C4","control",1,3,"C2",0,"uninf",1,6
"4_009_4B",1,"C4","control",1,3,"C2",0,"uninf",0,30
"4_009_4C",1,"C4","control",1,3,"C2",0,"uninf",1,6
"4_009_4D",1,"C4","control",1,3,"C2",1,"control",1,6
"4_009_5A",1,"C4","control",1,3,"C2",1,"control",0,30
"4_009_5B",1,"C4","control",1,3,"C2",1,"control",0,30
"4_009_5C",1,"C4","control",1,3,"C2",0,"uninf",1,6
"4_009_5D",1,"C4","control",1,3,"C2",0,"uninf",1,6
"4_009_6A",1,"C4","control",1,3,"C2",1,"control",0,30
"4_009_6B",1,"C4","control",1,NA,NA,NA,"uninf",0,30
"4_009_6C",1,"C4","control",1,3,"C2",1,"control",1,8
"4_009_6D",1,"C4","control",1,3,"C2",1,"control",1,6
"4_010_1A",1,"C7","control",1,3,"C2",0,"uninf",1,6
"4_010_1B",1,"C7","control",1,3,"C2",1,"control",1,6
"4_010_1C",1,"C7","control",1,3,"C2",0,"uninf",0,30
"4_010_1D",1,"C7","control",1,3,"C2",1,"control",0,30
"4_010_2A",1,"C7","control",1,3,"C2",0,"uninf",1,6
"4_010_2B",1,"C7","control",1,3,"C2",0,"uninf",1,6
"4_010_2C",1,"C7","control",1,3,"C2",0,"uninf",0,30
"4_010_2D",1,"C7","control",1,3,"C2",0,"uninf",0,30
"4_010_3A",1,"C7","control",1,NA,NA,NA,"uninf",0,30
"4_010_3B",1,"C7","control",1,3,"C2",0,"uninf",1,6
"4_010_3C",1,"C7","control",1,3,"C2",0,"uninf",0,30
"4_010_3D",1,"C7","control",1,3,"C2",0,"uninf",0,30
"4_010_4A",1,"C7","control",1,NA,NA,NA,"uninf",0,30
"4_010_4B",1,"C7","control",1,3,"C1",1,"control",1,6
"4_010_4C",1,"C7","control",1,3,"C2",0,"uninf",0,30
"4_010_4D",1,"C7","control",1,NA,NA,NA,"uninf",0,30
"4_010_5A",1,"C7","control",1,3,"C2",0,"uninf",1,6
"4_010_5B",1,"C7","control",1,3,"C2",0,"uninf",1,6
"4_010_5C",1,"C7","control",1,3,"C2",0,"uninf",0,30
"4_010_5D",1,"C7","control",1,3,"C2",1,"control",0,30
"4_010_6A",1,"C7","control",1,3,"C2",0,"uninf",1,6
"4_010_6B",1,"C7","control",1,NA,NA,NA,"uninf",1,6
"4_010_6C",1,"C7","control",1,3,"C2",1,"control",0,30
"4_010_6D",1,"C7","control",1,3,"C2",1,"control",0,30
"4_011_1A",1,"C6","control",1,2,"C2",0,"uninf",1,29
"4_011_1B",1,"C6","control",1,2,"C1",1,"control",0,30
"4_011_1C",1,"C6","control",1,2,"C2",1,"control",1,6
"4_011_1D",1,"C6","control",1,2,"C1",0,"uninf",1,6
"4_011_2A",1,"C6","control",1,NA,NA,NA,"uninf",0,30
"4_011_2B",1,"C6","control",1,2,"C2",1,"control",1,6
"4_011_2C",1,"C6","control",1,2,"C1",0,"uninf",1,6
"4_011_2D",1,"C6","control",1,2,"C2",0,"uninf",1,6
"4_011_3A",1,"C6","control",1,NA,NA,NA,"uninf",0,30
"4_011_3B",1,"C6","control",1,2,"C2",1,"control",0,30
"4_011_3C",1,"C6","control",1,NA,NA,NA,"uninf",0,30
"4_011_3D",1,"C6","control",1,2,"C2",0,"uninf",1,6
"4_011_4A",1,"C6","control",1,2,"C2",1,"control",0,30
"4_011_4B",1,"C6","control",1,2,"C2",1,"control",0,30
"4_011_4C",1,"C6","control",1,2,"C1",0,"uninf",1,6
"4_011_4D",1,"C6","control",1,NA,NA,NA,"uninf",0,30
"4_011_5A",1,"C6","control",1,2,"C1",1,"control",0,30
"4_011_5B",1,"C6","control",1,2,"C2",0,"uninf",0,30
"4_011_5C",1,"C6","control",1,2,"C2",1,"control",1,6
"4_011_5D",1,"C6","control",1,2,"C2",1,"control",1,6
"4_011_6A",1,"C6","control",1,2,"C2",1,"control",0,30
"4_011_6B",1,"C6","control",1,2,"C1",0,"uninf",0,30
"4_011_6C",1,"C6","control",1,2,"C1",1,"control",1,6
"4_011_6D",1,"C6","control",1,2,"C1",0,"uninf",1,8
"4_012_1A",1,"F11","fast",1,2,"C2",0,"uninf",1,6
"4_012_1B",1,"F11","fast",1,2,"C2",1,"fast",1,6
"4_012_1C",1,"F12","fast",1,2,"C2",1,"fast",0,30
"4_012_1D",1,"F12","fast",1,2,"C2",0,"uninf",1,10
"4_012_2A",1,"F11","fast",1,2,"C2",1,"fast",1,6
"4_012_2B",1,"F11","fast",1,2,"C2",1,"fast",1,6
"4_012_2C",1,"F12","fast",1,2,"C2",1,"fast",0,30
"4_012_2D",1,"F12","fast",1,2,"C1",1,"fast",1,6
"4_012_3A",1,"F11","fast",1,2,"C2",1,"fast",1,6
"4_012_3B",1,"","",0,2,"C2",0,"unexp",1,6
"4_012_3C",1,"F12","fast",1,2,"C2",1,"fast",0,30
"4_012_3D",1,"F12","fast",1,2,"C2",1,"fast",0,30
"4_012_4A",1,"F8","fast",1,2,"C2",0,"uninf",1,6
"4_012_4B",1,"F11","fast",1,2,"C2",1,"fast",1,6
"4_012_4C",1,"","",0,2,"C2",0,"unexp",1,6
"4_012_4D",1,"F12","fast",1,2,"C2",1,"fast",1,6
"4_012_5A",1,"F8","fast",1,2,"C2",1,"fast",1,6
"4_012_5B",1,"F11","fast",1,2,"C2",1,"fast",1,6
"4_012_5C",1,"F12","fast",1,2,"C2",1,"fast",0,30
"4_012_5D",1,"F12","fast",1,2,"C2",0,"uninf",0,30
"4_012_6A",1,"F8","fast",1,2,"C2",0,"uninf",1,6
"4_012_6B",1,"F11","fast",1,2,"C2",1,"fast",1,8
"4_012_6C",1,"F12","fast",1,2,"C2",1,"fast",0,30
"4_012_6D",1,"F12","fast",1,2,"C2",1,"fast",0,30
"4_013_1A",1,"C11","control",1,2,"C2",0,"uninf",0,30
"4_013_1B",1,"C11","control",1,2,"C2",1,"control",0,30
"4_013_1C",1,"C11","control",1,2,"C2",1,"control",1,6
"4_013_1D",1,"C11","control",1,2,"C2",1,"control",1,8
"4_013_2A",1,"C11","control",1,2,"C2",1,"control",0,30
"4_013_2B",1,"C11","control",1,NA,NA,NA,"uninf",0,30
"4_013_2C",1,"C11","control",1,2,"C2",1,"control",1,6
"4_013_2D",1,"C11","control",1,2,"C2",1,"control",1,6
"4_013_3A",1,"C11","control",1,2,"C2",0,"uninf",0,30
"4_013_3B",1,"C11","control",1,2,"C2",0,"uninf",0,30
"4_013_3C",1,"C11","control",1,2,"C2",1,"control",1,6
"4_013_3D",1,"C11","control",1,2,"C2",0,"uninf",1,6
"4_013_4A",1,"C11","control",1,2,"C2",0,"uninf",0,30
"4_013_4B",1,"C11","control",1,2,"C2",1,"control",0,30
"4_013_4C",1,"C11","control",1,2,"C2",1,"control",1,6
"4_013_4D",1,"C11","control",1,2,"C2",0,"uninf",1,6
"4_013_5A",1,"C11","control",1,2,"C2",1,"control",0,30
"4_013_5B",1,"C11","control",1,2,"C1",1,"control",1,6
"4_013_5C",1,"C11","control",1,2,"C2",1,"control",1,6
"4_013_5D",1,"C11","control",1,2,"C2",1,"control",1,6
"4_013_6A",1,"C11","control",1,2,"C2",0,"uninf",0,30
"4_013_6B",1,"C11","control",1,2,"C2",0,"uninf",0,30
"4_013_6C",1,"C11","control",1,2,"C2",1,"control",1,8
"4_013_6D",1,"C11","control",1,2,"C2",1,"control",1,6
"4_014_1A",1,"S2","slow",1,NA,NA,NA,"uninf",0,30
"4_014_1B",1,"S2","slow",1,2,"C2",1,"slow",1,6
"4_014_1C",1,"S2","slow",1,2,"C2",0,"uninf",0,30
"4_014_1D",1,"S2","slow",1,2,"C2",1,"slow",0,30
"4_014_2A",1,"S2","slow",1,2,"C2",0,"uninf",1,8
"4_014_2B",1,"S2","slow",1,2,"C2",0,"uninf",1,6
"4_014_2C",1,"S2","slow",1,2,"C2",1,"slow",1,17
"4_014_2D",1,"S2","slow",1,2,"C2",0,"uninf",0,30
"4_014_3A",1,"S2","slow",1,2,"C2",1,"slow",1,6
"4_014_3B",1,"S2","slow",1,2,"C2",0,"uninf",1,8
"4_014_3C",1,"S2","slow",1,2,"C2",1,"slow",0,30
"4_014_3D",1,"","",0,2,"C2",0,"unexp",1,29
"4_014_4A",1,"","",0,2,"C2",0,"unexp",1,6
"4_014_4B",1,"S2","slow",1,2,"C1",1,"slow",1,6
"4_014_4C",1,"S2","slow",1,2,"C1",1,"slow",1,6
"4_014_4D",1,"S2","slow",1,2,"C2",0,"uninf",0,30
"4_014_5A",1,"S2","slow",1,NA,NA,NA,"uninf",0,30
"4_014_5B",1,"S2","slow",1,2,"C2",1,"slow",1,8
"4_014_5C",1,"S2","slow",1,2,"C2",0,"uninf",0,30
"4_014_5D",1,"S2","slow",1,2,"C2",1,"slow",0,30
"4_014_6A",1,"S2","slow",1,2,"C2",0,"uninf",1,6
"4_014_6B",1,"S2","slow",1,NA,NA,NA,"uninf",0,30
"4_014_6C",1,"S2","slow",1,2,"C2",1,"slow",0,30
"4_014_6D",1,"S2","slow",1,2,"C1",0,"uninf",0,30
"4_015_1A",1,"S8","slow",1,2,"C2",1,"slow",1,15
"4_015_1B",1,"S8","slow",1,2,"C2",0,"uninf",1,30
"4_015_1C",1,"S8","slow",1,2,"C2",1,"slow",1,6
"4_015_1D",1,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_015_2A",1,"S8","slow",1,2,"C2",1,"slow",0,30
"4_015_2B",1,"S8","slow",1,2,"C2",0,"uninf",0,30
"4_015_2C",1,"S8","slow",1,2,"C2",1,"slow",1,8
"4_015_2D",1,"S8","slow",1,2,"C2",0,"uninf",1,8
"4_015_3A",1,"S8","slow",1,2,"C1",1,"slow",1,6
"4_015_3B",1,"S8","slow",1,2,"C2",1,"slow",0,30
"4_015_3C",1,"S8","slow",1,2,"C1",0,"uninf",1,6
"4_015_3D",1,"","",0,2,"C1",0,"unexp",1,6
"4_015_4A",1,"S8","slow",1,2,"C2",1,"slow",1,13
"4_015_4B",1,"","",0,2,"C2",0,"unexp",1,22
"4_015_4C",1,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_015_4D",1,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_015_5A",1,"S8","slow",1,2,"C2",1,"slow",0,30
"4_015_5B",1,"S8","slow",1,2,"C2",1,"slow",0,30
"4_015_5C",1,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_015_5D",1,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_015_6A",1,"S8","slow",1,2,"C2",0,"uninf",0,30
"4_015_6B",1,"S8","slow",1,2,"C2",1,"slow",0,30
"4_015_6C",1,"S8","slow",1,2,"C2",1,"slow",1,6
"4_015_6D",1,"S8","slow",1,2,"C2",1,"slow",1,6
"4_016_1A",1,"C5","control",1,2,"C2",1,"control",1,8
"4_016_1B",1,"C5","control",1,NA,NA,NA,"uninf",0,30
"4_016_1C",1,"C5","control",1,2,"C2",1,"control",0,30
"4_016_1D",1,"C5","control",1,2,"C2",1,"control",0,30
"4_016_2A",1,"C5","control",1,2,"C2",1,"control",1,8
"4_016_2B",1,"C5","control",1,2,"C2",0,"uninf",1,8
"4_016_2C",1,"C5","control",1,2,"C2",0,"uninf",0,30
"4_016_2D",1,"C5","control",1,2,"C2",1,"control",0,30
"4_016_3A",1,"C5","control",1,2,"C2",0,"uninf",1,6
"4_016_3B",1,"C5","control",1,2,"C2",1,"control",1,6
"4_016_3C",1,"C5","control",1,2,"C2",0,"uninf",0,30
"4_016_3D",1,"C5","control",1,2,"C2",0,"uninf",0,30
"4_016_4A",1,"F5","fast",1,2,"C2",0,"uninf",1,6
"4_016_4B",1,"F5","fast",1,2,"C2",1,"fast",1,8
"4_016_4C",1,"F5","fast",1,2,"C1",0,"uninf",1,6
"4_016_4D",1,"F5","fast",1,2,"C2",1,"fast",1,30
"4_016_5A",1,"F5","fast",1,2,"C2",1,"fast",1,8
"4_016_5B",1,"F5","fast",1,2,"C2",0,"uninf",1,6
"4_016_5C",1,"F5","fast",1,2,"C2",0,"uninf",1,8
"4_016_5D",1,"F5","fast",1,2,"C2",1,"fast",0,30
"4_016_6A",1,"F5","fast",1,2,"C2",1,"fast",1,6
"4_016_6B",1,"F5","fast",1,2,"C2",1,"fast",1,8
"4_016_6C",1,"F5","fast",1,2,"C2",0,"uninf",0,30
"4_016_6D",1,"F5","fast",1,NA,NA,NA,"uninf",0,30
"4_017_1A",1,"S6","slow",1,2,"C2",1,"slow",0,30
"4_017_1B",1,"S6","slow",1,2,"C1",0,"uninf",0,30
"4_017_1C",1,"S6","slow",1,2,"C2",0,"uninf",1,8
"4_017_1D",1,"S6","slow",1,2,"C2",1,"slow",1,8
"4_017_2A",1,"S6","slow",1,2,"C1",1,"slow",0,30
"4_017_2B",1,"S6","slow",1,2,"C1",0,"uninf",1,6
"4_017_2C",1,"S6","slow",1,2,"C2",1,"slow",1,8
"4_017_2D",1,"S6","slow",1,2,"C2",1,"slow",1,8
"4_017_3A",1,"S6","slow",1,NA,NA,NA,"uninf",0,30
"4_017_3B",1,"S6","slow",1,2,"C1",0,"uninf",0,30
"4_017_3C",1,"S6","slow",1,2,"C2",1,"slow",1,6
"4_017_3D",1,"S6","slow",1,2,"C2",1,"slow",1,8
"4_017_4A",1,"S6","slow",1,2,"C2",1,"slow",0,30
"4_017_4B",1,"","",0,2,"C2",0,"unexp",1,8
"4_017_4C",1,"","",0,2,"C1",0,"unexp",1,6
"4_017_4D",1,"S6","slow",1,2,"C2",0,"uninf",1,8
"4_017_5A",1,"S6","slow",1,2,"C2",0,"uninf",0,30
"4_017_5B",1,"S6","slow",1,2,"C2",1,"slow",0,30
"4_017_5C",1,"S6","slow",1,NA,NA,NA,"uninf",0,30
"4_017_5D",1,"S6","slow",1,2,"C2",1,"slow",1,6
"4_017_6A",1,"S6","slow",1,2,"C2",1,"slow",1,15
"4_017_6B",1,"S6","slow",1,2,"C2",1,"slow",0,30
"4_017_6C",1,"S6","slow",1,2,"C2",1,"slow",1,8
"4_017_6D",1,"S6","slow",1,2,"C2",0,"uninf",1,8
"4_018_1A",1,"C3","control",1,2,"C2",0,"uninf",1,6
"4_018_1B",1,"C3","control",1,2,"C2",0,"uninf",1,6
"4_018_1C",1,"C3","control",1,2,"C2",0,"uninf",0,30
"4_018_1D",1,"C3","control",1,2,"C2",1,"control",0,30
"4_018_2A",1,"C3","control",1,2,"C2",0,"uninf",1,6
"4_018_2B",1,"C3","control",1,2,"C2",0,"uninf",1,6
"4_018_2C",1,"C3","control",1,2,"C2",1,"control",0,30
"4_018_2D",1,"C3","control",1,2,"C2",1,"control",0,30
"4_018_3A",1,"C3","control",1,2,"C2",0,"uninf",1,8
"4_018_3B",1,"C3","control",1,2,"C2",1,"control",1,6
"4_018_3C",1,"C3","control",1,2,"C2",1,"control",0,30
"4_018_3D",1,"C3","control",1,2,"C2",1,"control",0,30
"4_018_4A",1,"C3","control",1,2,"C2",0,"uninf",1,6
"4_018_4B",1,"C3","control",1,2,"C2",1,"control",1,6
"4_018_4C",1,"C3","control",1,2,"C2",0,"uninf",0,30
"4_018_4D",1,"C3","control",1,2,"C2",0,"uninf",1,29
"4_018_5A",1,"C3","control",1,2,"C2",1,"control",1,6
"4_018_5B",1,"C3","control",1,2,"C2",1,"control",1,6
"4_018_5C",1,"C3","control",1,2,"C2",0,"uninf",1,22
"4_018_5D",1,"C3","control",1,2,"C2",0,"uninf",0,30
"4_018_6A",1,"C3","control",1,2,"C2",0,"uninf",1,6
"4_018_6B",1,"C3","control",1,2,"C2",0,"uninf",1,8
"4_018_6C",1,"C3","control",1,NA,NA,NA,"uninf",0,30
"4_018_6D",1,"C3","control",1,2,"C2",0,"uninf",0,30
"4_019_1A",1,"F9","fast",1,2,"C2",0,"uninf",1,30
"4_019_1B",1,"F9","fast",1,2,"C1",1,"fast",0,30
"4_019_1C",1,"F9","fast",1,2,"C2",0,"uninf",1,6
"4_019_1D",1,"F9","fast",1,2,"C2",0,"uninf",1,8
"4_019_2A",1,"F9","fast",1,2,"C2",0,"uninf",0,30
"4_019_2B",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_019_2C",1,"F9","fast",1,2,"C2",0,"uninf",1,8
"4_019_2D",1,"F9","fast",1,2,"C2",1,"fast",1,8
"4_019_3A",1,"F9","fast",1,2,"C2",1,"fast",1,6
"4_019_3B",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_019_3C",1,"F9","fast",1,2,"C2",0,"uninf",1,8
"4_019_3D",1,"","",0,2,"C2",0,"unexp",1,8
"4_019_4A",1,"","",0,2,"C2",0,"unexp",0,30
"4_019_4B",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_019_4C",1,"F9","fast",1,2,"C2",0,"uninf",1,8
"4_019_4D",1,"F9","fast",1,2,"C2",1,"fast",1,8
"4_019_5A",1,"F9","fast",1,2,"C2",0,"uninf",0,30
"4_019_5B",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_019_5C",1,"F9","fast",1,2,"C2",1,"fast",1,8
"4_019_5D",1,"F9","fast",1,2,"C2",0,"uninf",1,6
"4_019_6A",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_019_6B",1,"F9","fast",1,2,"C2",0,"uninf",0,30
"4_019_6C",1,"F9","fast",1,2,"C1",0,"uninf",1,6
"4_019_6D",1,"F9","fast",1,2,"C2",1,"fast",1,8
"4_020_1A",1,"F3","fast",1,2,"C2",0,"uninf",1,8
"4_020_1B",1,"F9","fast",1,2,"C2",1,"fast",1,6
"4_020_1C",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_020_1D",1,"F9","fast",1,2,"C2",0,"uninf",0,30
"4_020_2A",1,"F3","fast",1,2,"C2",0,"uninf",1,6
"4_020_2B",1,"F9","fast",1,2,"C2",0,"uninf",1,6
"4_020_2C",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_020_2D",1,"F9","fast",1,2,"C2",0,"uninf",1,15
"4_020_3A",1,"F3","fast",1,2,"C2",0,"uninf",1,6
"4_020_3B",1,"F9","fast",1,2,"C2",1,"fast",1,6
"4_020_3C",1,"","",0,2,"C2",0,"unexp",1,27
"4_020_3D",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_020_4A",1,"F3","fast",1,2,"C2",1,"fast",1,6
"4_020_4B",1,"","",0,2,"C2",0,"unexp",1,6
"4_020_4C",1,"F9","fast",1,2,"C2",1,"fast",1,15
"4_020_4D",1,"F9","fast",1,2,"C2",0,"uninf",1,29
"4_020_5A",1,"F3","fast",1,2,"C2",0,"uninf",1,6
"4_020_5B",1,"F9","fast",1,2,"C2",0,"uninf",1,6
"4_020_5C",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_020_5D",1,"F9","fast",1,2,"C2",0,"uninf",1,29
"4_020_6A",1,"F3","fast",1,2,"C2",0,"uninf",1,8
"4_020_6B",1,"F9","fast",1,2,"C2",0,"uninf",1,6
"4_020_6C",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_020_6D",1,"F9","fast",1,2,"C2",1,"fast",0,30
"4_021_1A",1,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_021_1B",1,"C9","control",1,2,"C2",0,"uninf",0,30
"4_021_1C",1,"C9","control",1,2,"C2",1,"control",1,6
"4_021_1D",1,"C9","control",1,2,"C2",0,"uninf",1,6
"4_021_2A",1,"C9","control",1,2,"C2",0,"uninf",0,30
"4_021_2B",1,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_021_2C",1,"C9","control",1,2,"C2",0,"uninf",1,6
"4_021_2D",1,"C9","control",1,2,"C2",0,"uninf",1,6
"4_021_3A",1,"C9","control",1,2,"C2",1,"control",0,30
"4_021_3B",1,"","",0,2,"C2",0,"unexp",1,6
"4_021_3C",1,"C9","control",1,2,"C2",1,"control",1,6
"4_021_3D",1,"C9","control",1,2,"C2",1,"control",1,6
"4_021_4A",1,"C9","control",1,2,"C2",1,"control",0,30
"4_021_4B",1,"C9","control",1,2,"C2",1,"control",1,6
"4_021_4C",1,"","",0,2,"C2",0,"unexp",1,8
"4_021_4D",1,"C9","control",1,2,"C2",0,"uninf",1,6
"4_021_5A",1,"C9","control",1,2,"C1",1,"control",1,10
"4_021_5B",1,"C9","control",1,2,"C2",1,"control",0,30
"4_021_5C",1,"C9","control",1,2,"C2",1,"control",1,6
"4_021_5D",1,"C9","control",1,2,"C2",1,"control",1,6
"4_021_6A",1,"C9","control",1,2,"C2",1,"control",0,30
"4_021_6B",1,"C9","control",1,2,"C2",0,"uninf",1,6
"4_021_6C",1,"C9","control",1,2,"C2",1,"control",1,6
"4_021_6D",1,"C9","control",1,2,"C2",0,"uninf",1,6
"4_022_1A",1,"C10","control",1,2,"C2",1,"control",1,8
