"cop","Inf.round","clutch","selection_line","exposed","checking_day","cop_stage_checking","infection","grp","dead","dpi"
"4_052_2B",2,"C12","control",1,NA,NA,NA,"uninf",0,30
"4_052_2C",2,"C12","control",1,5,"C2",0,"uninf",0,30
"4_052_2D",2,"C12","control",1,5,"C2",0,"uninf",0,30
"4_052_3A",2,"C12","control",1,5,"C2",1,"control",1,6
"4_052_3B",2,"C12","control",1,NA,NA,NA,"uninf",0,30
"4_052_3C",2,"C12","control",1,5,"C2",0,"uninf",0,30
"4_052_3D",2,"C12","control",1,5,"C2",1,"control",0,30
"4_052_4A",2,"C12","control",1,5,"C2",1,"control",1,8
"4_052_4B",2,"C12","control",1,5,"C2",0,"uninf",1,6
"4_052_4C",2,"C12","control",1,5,"C2",1,"control",0,30
"4_052_4D",2,"C12","control",1,5,"C2",0,"uninf",0,30
"4_052_5A",2,"C12","control",1,NA,NA,NA,"uninf",0,30
"4_052_5B",2,"C12","control",1,NA,NA,NA,"uninf",0,30
"4_052_5C",2,"C12","control",1,5,"C1",0,"uninf",0,30
"4_052_5D",2,"C12","control",1,5,"C2",0,"uninf",0,30
"4_052_6A",2,"","",0,5,"C2",0,"unexp",1,6
"4_052_6B",2,"C12","control",1,5,"C2",0,"uninf",1,6
"4_052_6C",2,"C12","control",1,5,"C2",0,"uninf",0,30
"4_052_6D",2,"C12","control",1,NA,NA,NA,"uninf",0,30
"4_053_1A",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_1B",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_1C",2,"","",0,NA,NA,NA,"unexp",0,30
"4_053_1D",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_2A",2,"F9","fast",1,5,"C2",0,"uninf",0,30
"4_053_2B",2,"F9","fast",1,5,"C2",0,"uninf",0,30
"4_053_2C",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_2D",2,"F9","fast",1,5,"C2",0,"uninf",1,8
"4_053_3A",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_3B",2,"F9","fast",1,5,"C2",0,"uninf",1,13
"4_053_3C",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_3D",2,"F9","fast",1,5,"C2",1,"fast",1,6
"4_053_4A",2,"F9","fast",1,5,"C2",1,"fast",1,6
"4_053_4B",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_4C",2,"F9","fast",1,5,"C2",1,"fast",1,8
"4_053_4D",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_5A",2,"F9","fast",1,5,"C2",0,"uninf",0,30
"4_053_5B",2,"F9","fast",1,5,"C2",1,"fast",1,24
"4_053_5C",2,"F9","fast",1,5,"C2",1,"fast",1,6
"4_053_5D",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_053_6A",2,"F9","fast",1,5,"C2",0,"uninf",0,30
"4_053_6B",2,"","",0,5,"C2",0,"unexp",0,30
"4_053_6C",2,"F9","fast",1,5,"C2",1,"fast",1,8
"4_053_6D",2,"F9","fast",1,NA,NA,NA,"uninf",0,30
"4_054_1A",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_1B",2,"","",0,NA,NA,NA,"unexp",0,30
"4_054_1C",2,"C9","control",1,5,"C2",1,"control",0,30
"4_054_1D",2,"C9","control",1,5,"C2",0,"uninf",1,10
"4_054_2A",2,"C9","control",1,5,"C2",1,"control",1,6
"4_054_2B",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_2C",2,"C9","control",1,5,"C2",1,"control",0,30
"4_054_2D",2,"C9","control",1,5,"C2",1,"control",0,30
"4_054_3A",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_3B",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_3C",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_3D",2,"C9","control",1,5,"C2",1,"control",0,30
"4_054_4A",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_4B",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_4C",2,"C9","control",1,5,"C2",1,"control",0,30
"4_054_4D",2,"C9","control",1,5,"C2",1,"control",0,30
"4_054_5A",2,"C9","control",1,5,"C2",0,"uninf",1,6
"4_054_5B",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_5C",2,"C9","control",1,5,"C2",0,"uninf",0,30
"4_054_5D",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_6A",2,"C9","control",1,5,"C2",1,"control",1,6
"4_054_6B",2,"C9","control",1,NA,NA,NA,"uninf",0,30
"4_054_6C",2,"","",0,NA,NA,NA,"unexp",0,30
"4_054_6D",2,"C9","control",1,5,"C2",1,"control",0,30
"4_055_1A",2,"C8","control",1,2,"C2",0,"uninf",1,6
"4_055_1B",2,"C8","control",1,2,"C2",0,"uninf",1,29
"4_055_1C",2,"C8","control",1,2,"C2",0,"uninf",1,6
"4_055_1D",2,"C8","control",1,2,"C2",1,"control",1,6
"4_055_2A",2,"C8","control",1,2,"C2",0,"uninf",1,6
"4_055_2B",2,"C8","control",1,NA,NA,NA,"uninf",0,30
"4_055_2C",2,"C8","control",1,2,"C2",0,"uninf",1,6
"4_055_2D",2,"C8","control",1,2,"C2",1,"control",1,6
"4_055_3A",2,"C8","control",1,2,"C2",0,"uninf",0,30
"4_055_3B",2,"C8","control",1,NA,NA,NA,"uninf",0,30
"4_055_3C",2,"","",0,2,"C2",0,"unexp",1,6
"4_055_3D",2,"C8","control",1,2,"C2",1,"control",1,6
"4_055_4A",2,"C8","control",1,2,"C2",0,"uninf",1,6
"4_055_4B",2,"","",0,2,"C2",1,"unexp",0,30
"4_055_4C",2,"C8","control",1,2,"C2",1,"control",1,6
"4_055_4D",2,"C8","control",1,2,"C2",0,"uninf",1,6
"4_055_5A",2,"C8","control",1,2,"C2",1,"control",1,6
"4_055_5B",2,"C8","control",1,2,"C2",0,"uninf",1,10
"4_055_5C",2,"C8","control",1,2,"C2",1,"control",1,6
"4_055_5D",2,"C8","control",1,2,"C2",1,"control",1,6
"4_055_6A",2,"C8","control",1,2,"C2",0,"uninf",1,6
"4_055_6B",2,"C8","control",1,2,"C2",1,"control",1,8
"4_055_6C",2,"C8","control",1,2,"C1",1,"control",1,6
"4_055_6D",2,"C8","control",1,2,"C2",0,"uninf",1,6
"4_056_1A",2,"S11","slow",1,5,"C2",1,"slow",1,6
"4_056_1B",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_056_1C",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_056_1D",2,"","",0,5,"C2",0,"unexp",0,30
"4_056_2A",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_056_2B",2,"S11","slow",1,5,"C2",0,"uninf",1,6
"4_056_2C",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_056_2D",2,"S11","slow",1,5,"C2",0,"uninf",1,15
"4_056_3A",2,"S11","slow",1,5,"C2",1,"slow",1,6
"4_056_3B",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_056_3C",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_056_3D",2,"S11","slow",1,5,"C2",0,"uninf",0,30
"4_056_4A",2,"S11","slow",1,5,"C2",0,"uninf",1,6
"4_056_4B",2,"S11","slow",1,5,"C2",1,"slow",1,6
"4_056_4C",2,"S11","slow",1,5,"C2",0,"uninf",0,30
"4_056_4D",2,"S11","slow",1,5,"C2",0,"uninf",0,30
"4_056_5A",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_056_5B",2,"S11","slow",1,5,"C2",1,"slow",1,6
"4_056_5C",2,"S11","slow",1,5,"C2",1,"slow",0,30
"4_056_5D",2,"S11","slow",1,5,"C2",0,"uninf",0,30
"4_056_6A",2,"","",0,5,"C2",0,"unexp",1,6
"4_056_6B",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_056_6C",2,"S11","slow",1,5,"C2",0,"uninf",0,30
"4_056_6D",2,"S11","slow",1,NA,NA,NA,"uninf",0,30
"4_057_1A",2,"F6","fast",1,5,"C2",0,"uninf",0,30
"4_057_1B",2,"F6","fast",1,5,"C2",0,"uninf",1,20
"4_057_1C",2,"F6","fast",1,5,"C2",0,"uninf",1,8
"4_057_1D",2,"F6","fast",1,NA,NA,NA,"uninf",0,30
"4_057_2A",2,"F6","fast",1,5,"C2",0,"uninf",0,30
"4_057_2B",2,"F6","fast",1,5,"C2",1,"fast",0,30
"4_057_2C",2,"F6","fast",1,5,"C2",0,"uninf",1,8
"4_057_2D",2,"F6","fast",1,5,"C2",0,"uninf",1,6
"4_057_3A",2,"F6","fast",1,5,"C2",0,"uninf",0,30
"4_057_3B",2,"","",0,5,"C2",0,"unexp",0,30
"4_057_3C",2,"F6","fast",1,5,"C2",1,"fast",1,6
"4_057_3D",2,"F6","fast",1,5,"C2",1,"fast",1,6
"4_057_4A",2,"F6","fast",1,5,"C2",1,"fast",0,30
"4_057_4B",2,"F6","fast",1,5,"C2",1,"fast",1,8
"4_057_4C",2,"","",0,5,"C2",0,"unexp",1,6
"4_057_4D",2,"F6","fast",1,5,"C2",0,"uninf",1,8
"4_057_5A",2,"F6","fast",1,5,"C2",0,"uninf",1,30
"4_057_5B",2,"F6","fast",1,5,"C2",1,"fast",0,30
"4_057_5C",2,"F6","fast",1,NA,NA,NA,"uninf",0,30
"4_057_5D",2,"F6","fast",1,5,"C2",1,"fast",1,8
"4_057_6A",2,"F6","fast",1,5,"C2",0,"uninf",0,30
"4_057_6B",2,"F6","fast",1,5,"C2",0,"uninf",0,30
"4_057_6C",2,"F6","fast",1,5,"C2",1,"fast",1,8
"4_057_6D",2,"F6","fast",1,5,"C2",1,"fast",1,6
"4_058_1A",2,"S12","slow",1,NA,NA,NA,"uninf",0,30
"4_058_1B",2,"S12","slow",1,5,"C2",0,"uninf",1,8
"4_058_1C",2,"S12","slow",1,5,"C2",1,"slow",0,30
"4_058_1D",2,"S12","slow",1,5,"C2",1,"slow",0,30
"4_058_2A",2,"S12","slow",1,5,"C2",1,"slow",1,6
"4_058_2B",2,"S12","slow",1,5,"C2",0,"uninf",1,6
"4_058_2C",2,"S12","slow",1,5,"C2",0,"uninf",1,17
"4_058_2D",2,"S12","slow",1,5,"C2",1,"slow",1,30
"4_058_3A",2,"S12","slow",1,5,"C1",0,"uninf",1,8
"4_058_3B",2,"S12","slow",1,5,"C2",1,"slow",1,6
"4_058_3C",2,"S12","slow",1,5,"C2",1,"slow",1,27
"4_058_3D",2,"","",0,5,"C2",0,"unexp",0,30
"4_058_4A",2,"S12","slow",1,5,"C2",0,"uninf",1,8
"4_058_4B",2,"","",0,5,"C2",0,"unexp",1,8
"4_058_4C",2,"S12","slow",1,5,"C2",0,"uninf",1,30
"4_058_4D",2,"S12","slow",1,NA,NA,NA,"uninf",0,30
"4_058_5A",2,"S12","slow",1,5,"C2",1,"slow",1,8
"4_058_5B",2,"S12","slow",1,5,"C2",1,"slow",1,6
"4_058_5C",2,"S12","slow",1,5,"C2",0,"uninf",1,22
"4_058_5D",2,"S12","slow",1,NA,NA,NA,"uninf",0,30
"4_058_6A",2,"S12","slow",1,5,"C2",1,"slow",1,6
"4_058_6B",2,"S12","slow",1,5,"C2",1,"slow",1,6
"4_058_6C",2,"S12","slow",1,5,"C2",1,"slow",0,30
"4_058_6D",2,"S12","slow",1,NA,NA,NA,"uninf",0,30
"4_059_1A",2,"F4","fast",1,5,"C2",0,"uninf",1,30
"4_059_1B",2,"F4","fast",1,5,"C2",0,"uninf",1,10
"4_059_1C",2,"F4","fast",1,5,"C2",0,"uninf",1,6
"4_059_1D",2,"F4","fast",1,5,"C2",1,"fast",1,6
"4_059_2A",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_059_2B",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_059_2C",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_059_2D",2,"F4","fast",1,5,"C2",1,"fast",1,6
"4_059_3A",2,"F4","fast",1,5,"C2",1,"fast",0,30
"4_059_3B",2,"F4","fast",1,5,"C2",0,"uninf",0,30
"4_059_3C",2,"","",0,5,"C2",0,"unexp",1,6
"4_059_3D",2,"F4","fast",1,5,"C1",1,"fast",1,6
"4_059_4A",2,"F4","fast",1,5,"C2",1,"fast",0,30
"4_059_4B",2,"","",0,5,"C2",0,"unexp",0,30
"4_059_4C",2,"F4","fast",1,5,"C2",0,"uninf",1,6
"4_059_4D",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_059_5A",2,"F4","fast",1,5,"C2",1,"fast",0,30
"4_059_5B",2,"F4","fast",1,5,"C2",0,"uninf",1,8
"4_059_5C",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_059_5D",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_059_6A",2,"F4","fast",1,5,"C2",1,"fast",1,15
"4_059_6B",2,"F4","fast",1,5,"C2",1,"fast",1,27
"4_059_6C",2,"F4","fast",1,5,"C2",1,"fast",1,8
"4_059_6D",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_060_1A",2,"","",0,5,"C2",0,"unexp",1,6
"4_060_1B",2,"C11","control",1,5,"C2",1,"control",1,6
"4_060_1C",2,"C11","control",1,5,"C2",0,"uninf",0,30
"4_060_1D",2,"C11","control",1,5,"C2",1,"control",1,8
"4_060_2A",2,"C11","control",1,NA,NA,NA,"uninf",0,30
"4_060_2B",2,"C11","control",1,5,"C2",0,"uninf",1,8
"4_060_2C",2,"","",0,5,"C2",0,"unexp",0,30
"4_060_2D",2,"C11","control",1,NA,NA,NA,"uninf",0,30
"4_060_3A",2,"C11","control",1,5,"C2",1,"control",1,6
"4_060_3B",2,"C11","control",1,5,"C2",0,"uninf",1,8
"4_060_3C",2,"C11","control",1,5,"C2",0,"uninf",0,30
"4_060_3D",2,"C11","control",1,5,"C2",1,"control",0,30
"4_060_4A",2,"C11","control",1,5,"C2",0,"uninf",1,6
"4_060_4B",2,"C11","control",1,NA,NA,NA,"uninf",0,30
"4_060_4C",2,"C11","control",1,5,"C2",0,"uninf",0,30
"4_060_4D",2,"C11","control",1,5,"C2",0,"uninf",1,29
"4_060_5A",2,"C11","control",1,NA,NA,NA,"uninf",0,30
"4_060_5B",2,"C11","control",1,5,"C2",0,"uninf",1,6
"4_060_5C",2,"","",0,5,"C2",0,"unexp",0,30
"4_060_5D",2,"C11","control",1,5,"C2",0,"uninf",1,30
"4_060_6A",2,"","",0,NA,NA,NA,"unexp",0,30
"4_060_6B",2,"C11","control",1,NA,NA,NA,"uninf",0,30
"4_060_6C",2,"C11","control",1,5,"C2",0,"uninf",0,30
"4_060_6D",2,"C11","control",1,NA,NA,NA,"uninf",0,30
"4_061_1A",2,"S8","slow",1,NA,NA,NA,"uninf",0,30
"4_061_1B",2,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_061_1C",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_1D",2,"","",0,NA,NA,NA,"unexp",0,30
"4_061_2A",2,"S8","slow",1,2,"C2",0,"uninf",1,29
"4_061_2B",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_2C",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_2D",2,"S8","slow",1,NA,NA,NA,"uninf",0,30
"4_061_3A",2,"S8","slow",1,2,"C2",1,"slow",1,8
"4_061_3B",2,"S8","slow",1,2,"C2",1,"slow",0,30
"4_061_3C",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_3D",2,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_061_4A",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_4B",2,"S8","slow",1,NA,NA,NA,"uninf",0,30
"4_061_4C",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_4D",2,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_061_5A",2,"S8","slow",1,NA,NA,NA,"uninf",0,30
"4_061_5B",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_5C",2,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_061_5D",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_6A",2,"","",0,2,"C2",0,"unexp",0,30
"4_061_6B",2,"S8","slow",1,2,"C2",0,"uninf",1,8
"4_061_6C",2,"S8","slow",1,2,"C2",1,"slow",1,6
"4_061_6D",2,"S8","slow",1,2,"C2",0,"uninf",1,6
"4_062_1A",2,"F11","fast",1,2,"C2",1,"fast",1,8
"4_062_1B",2,"F11","fast",1,2,"C2",1,"fast",1,6
"4_062_1C",2,"F11","fast",1,2,"C2",0,"uninf",1,6
"4_062_1D",2,"F11","fast",1,2,"C2",1,"fast",0,30
"4_062_2A",2,"","",0,2,"C2",0,"unexp",1,6
"4_062_2B",2,"F11","fast",1,2,"C2",0,"uninf",1,8
"4_062_2C",2,"F11","fast",1,2,"C2",1,"fast",0,30
"4_062_2D",2,"F11","fast",1,2,"C2",1,"fast",1,29
"4_062_3A",2,"F11","fast",1,2,"C2",1,"fast",1,8
"4_062_3B",2,"F11","fast",1,2,"C2",1,"fast",1,8
"4_062_3C",2,"","",0,2,"C2",0,"unexp",0,30
"4_062_3D",2,"F11","fast",1,2,"C2",1,"fast",1,15
"4_062_4A",2,"","",0,2,"C2",0,"unexp",1,6
"4_062_4B",2,"F11","fast",1,2,"C2",0,"uninf",1,6
"4_062_4C",2,"F11","fast",1,2,"C2",1,"fast",0,30
"4_062_4D",2,"F11","fast",1,2,"C2",1,"fast",0,30
"4_062_5A",2,"F11","fast",1,2,"C2",0,"uninf",1,6
"4_062_5B",2,"F11","fast",1,2,"C2",1,"fast",1,6
"4_062_5C",2,"","",0,NA,NA,NA,"unexp",0,30
"4_062_5D",2,"F11","fast",1,2,"C2",1,"fast",1,6
"4_062_6A",2,"F11","fast",1,2,"C2",1,"fast",1,8
"4_062_6B",2,"F11","fast",1,2,"C2",1,"fast",1,8
"4_062_6C",2,"F11","fast",1,2,"C2",1,"fast",0,30
"4_062_6D",2,"F11","fast",1,2,"C2",1,"fast",1,22
"4_063_1A",2,"F7","fast",1,2,"C2",1,"fast",1,22
"4_063_1B",2,"F7","fast",1,2,"C2",0,"uninf",0,30
"4_063_1C",2,"F7","fast",1,NA,NA,NA,"uninf",0,30
"4_063_1D",2,"F7","fast",1,2,"C3",1,"fast",1,8
"4_063_2A",2,"F7","fast",1,NA,NA,NA,"uninf",0,30
"4_063_2B",2,"F7","fast",1,NA,NA,NA,"uninf",0,30
"4_063_2C",2,"","",0,2,"C2",0,"unexp",1,6
"4_063_2D",2,"F7","fast",1,NA,NA,NA,"uninf",0,30
"4_063_3A",2,"F7","fast",1,2,"C2",0,"uninf",0,30
"4_063_3B",2,"F7","fast",1,2,"C3",1,"fast",0,30
"4_063_3C",2,"F7","fast",1,2,"C2",0,"uninf",1,6
"4_063_3D",2,"F7","fast",1,2,"C2",0,"uninf",1,8
"4_063_4A",2,"F7","fast",1,2,"C2",0,"uninf",0,30
"4_063_4B",2,"F7","fast",1,NA,NA,NA,"uninf",0,30
"4_063_4C",2,"F7","fast",1,2,"C2",0,"uninf",1,6
"4_063_4D",2,"F7","fast",1,2,"C2",0,"uninf",1,8
"4_063_5A",2,"F7","fast",1,2,"C2",0,"uninf",1,29
"4_063_5B",2,"","",0,NA,NA,NA,"unexp",0,30
"4_063_5C",2,"F7","fast",1,2,"C2",0,"uninf",1,8
"4_063_5D",2,"F7","fast",1,2,"C2",0,"uninf",1,6
"4_063_6A",2,"F7","fast",1,2,"C2",1,"fast",1,15
"4_063_6B",2,"F7","fast",1,2,"C2",1,"fast",0,30
"4_063_6C",2,"F7","fast",1,NA,NA,NA,"uninf",0,30
"4_063_6D",2,"F7","fast",1,2,"C1",1,"fast",1,6
"4_064_1A",2,"C1","control",1,2,"C2",1,"control",1,6
"4_064_1B",2,"C1","control",1,2,"C2",0,"uninf",1,6
"4_064_1C",2,"C1","control",1,2,"C2",0,"uninf",0,30
"4_064_1D",2,"C1","control",1,2,"C2",0,"uninf",1,6
"4_064_2A",2,"","",0,NA,NA,NA,"unexp",1,6
"4_064_2B",2,"C1","control",1,2,"C2",0,"uninf",1,6
"4_064_2C",2,"C1","control",1,2,"C2",1,"control",1,15
"4_064_2D",2,"C1","control",1,2,"C2",1,"control",1,6
"4_064_3A",2,"C1","control",1,2,"C2",1,"control",1,6
"4_064_3B",2,"C1","control",1,2,"C3",1,"control",1,8
"4_064_3C",2,"","",0,2,"C2",0,"unexp",1,20
"4_064_3D",2,"C1","control",1,2,"C2",0,"uninf",0,30
"4_064_4A",2,"C1","control",1,2,"C2",1,"control",1,6
"4_064_4B",2,"","",0,2,"C3",0,"unexp",1,8
"4_064_4C",2,"C1","control",1,2,"C2",1,"control",0,30
"4_064_4D",2,"C1","control",1,NA,NA,NA,"uninf",0,30
"4_064_5A",2,"C1","control",1,2,"C2",0,"uninf",1,6
"4_064_5B",2,"C1","control",1,2,"C3",0,"uninf",1,6
"4_064_5C",2,"C1","control",1,2,"C2",0,"uninf",1,8
"4_064_5D",2,"","",0,2,"C2",0,"unexp",1,6
"4_064_6A",2,"C1","control",1,2,"C2",1,"control",1,6
"4_064_6B",2,"C1","control",1,2,"C2",0,"uninf",1,6
"4_064_6C",2,"C1","control",1,2,"C2",0,"uninf",0,30
"4_064_6D",2,"C1","control",1,2,"C2",1,"control",1,6
"4_065_1A",2,"C5","control",1,5,"C2",1,"control",0,30
"4_065_1B",2,"C5","control",1,5,"C2",0,"uninf",0,30
"4_065_1C",2,"C5","control",1,5,"C2",0,"uninf",1,6
"4_065_1D",2,"C5","control",1,NA,NA,NA,"uninf",0,30
"4_065_2A",2,"C5","control",1,5,"C2",0,"uninf",1,29
"4_065_2B",2,"C5","control",1,NA,NA,NA,"uninf",0,30
"4_065_2C",2,"C5","control",1,5,"C2",1,"control",1,6
"4_065_2D",2,"","",0,NA,NA,NA,"unexp",0,30
"4_065_3A",2,"C5","control",1,NA,NA,NA,"uninf",0,30
"4_065_3B",2,"C5","control",1,5,"C2",1,"control",1,29
"4_065_3C",2,"C5","control",1,NA,NA,NA,"uninf",0,30
"4_065_3D",2,"C5","control",1,NA,NA,NA,"uninf",0,30
"4_065_4A",2,"C5","control",1,5,"C2",0,"uninf",0,30
"4_065_4B",2,"C5","control",1,5,"C2",1,"control",1,8
"4_065_4C",2,"C5","control",1,5,"C2",0,"uninf",1,6
"4_065_4D",2,"C5","control",1,NA,NA,NA,"uninf",0,30
"4_065_5A",2,"","",0,5,"C2",0,"unexp",1,10
"4_065_5B",2,"C5","control",1,5,"C2",0,"uninf",0,30
"4_065_5C",2,"C5","control",1,5,"C2",1,"control",1,6
"4_065_5D",2,"C5","control",1,5,"C2",1,"control",1,6
"4_065_6A",2,"C5","control",1,5,"C2",0,"uninf",0,30
"4_065_6B",2,"C5","control",1,5,"C2",0,"uninf",0,30
"4_065_6C",2,"C5","control",1,NA,NA,NA,"uninf",0,30
"4_065_6D",2,"C5","control",1,5,"C2",0,"uninf",1,6
"4_066_1A",2,"F4","fast",1,2,"C2",1,"fast",1,6
"4_066_1B",2,"F4","fast",1,2,"C2",1,"fast",1,6
"4_066_1C",2,"F4","fast",1,2,"C2",0,"uninf",1,13
"4_066_1D",2,"F4","fast",1,2,"C2",0,"uninf",0,30
"4_066_2A",2,"F4","fast",1,2,"C2",1,"fast",1,8
"4_066_2B",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_066_2C",2,"","",0,2,"C1",0,"unexp",1,8
"4_066_2D",2,"F4","fast",1,2,"C2",0,"uninf",0,30
"4_066_3A",2,"F4","fast",1,2,"C2",0,"uninf",1,6
"4_066_3B",2,"F4","fast",1,2,"C2",1,"fast",1,6
"4_066_3C",2,"F4","fast",1,2,"C2",0,"uninf",0,30
"4_066_3D",2,"F4","fast",1,2,"C2",1,"fast",0,30
"4_066_4A",2,"F4","fast",1,2,"C2",1,"fast",1,6
"4_066_4B",2,"F4","fast",1,2,"C2",1,"fast",1,6
"4_066_4C",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_066_4D",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_066_5A",2,"F4","fast",1,2,"C1",1,"fast",1,6
"4_066_5B",2,"","",0,2,"C2",0,"unexp",1,6
"4_066_5C",2,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_066_5D",2,"F4","fast",1,2,"C2",1,"fast",1,10
"4_066_6A",2,"F4","fast",1,2,"C1",0,"uninf",1,8
"4_066_6B",2,"F4","fast",1,2,"C2",0,"uninf",1,8
"4_066_6C",2,"F4","fast",1,2,"C2",1,"fast",0,30
"4_066_6D",2,"F4","fast",1,2,"C2",0,"uninf",1,15
"4_067_1A",2,"C2","control",1,NA,NA,NA,"uninf",0,30
"4_067_1B",2,"C2","control",1,2,"C2",1,"control",0,30
"4_067_1C",2,"C2","control",1,2,"C2",0,"uninf",1,8
"4_067_1D",2,"C2","control",1,2,"C2",0,"uninf",1,8
"4_067_2A",2,"C2","control",1,NA,NA,NA,"uninf",0,30
"4_067_2B",2,"","",0,2,"C2",0,"unexp",0,30
"4_067_2C",2,"C2","control",1,2,"C2",1,"control",1,8
"4_067_2D",2,"C2","control",1,NA,NA,NA,"uninf",0,30
"4_067_3A",2,"C2","control",1,2,"C2",1,"control",0,30
"4_067_3B",2,"C2","control",1,2,"C2",0,"uninf",1,29
"4_067_3C",2,"C2","control",1,NA,NA,NA,"uninf",0,30
"4_067_3D",2,"C2","control",1,2,"C2",1,"control",1,8
"4_067_4A",2,"C2","control",1,2,"C2",1,"control",0,30
"4_067_4B",2,"C2","control",1,2,"C2",0,"uninf",0,30
"4_067_4C",2,"C2","control",1,2,"C2",0,"uninf",1,6
"4_067_4D",2,"C2","control",1,2,"C2",0,"uninf",1,6
"4_067_5A",2,"C2","control",1,2,"C2",1,"control",0,30
"4_067_5B",2,"C2","control",1,2,"C2",1,"control",0,30
"4_067_5C",2,"","",0,NA,NA,NA,"unexp",0,30
"4_067_5D",2,"C2","control",1,2,"C2",0,"uninf",1,6
"4_067_6A",2,"C2","control",1,2,"C2",0,"uninf",0,30
"4_067_6B",2,"C2","control",1,NA,NA,NA,"uninf",0,30
"4_067_6C",2,"C2","control",1,2,"C2",0,"uninf",1,6
"4_067_6D",2,"C2","control",1,2,"C2",0,"uninf",1,8
"4_068_1A",2,"S1","slow",1,2,"C2",0,"uninf",1,6
"4_068_1B",2,"","",0,2,"C2",0,"unexp",1,8
"4_068_1C",2,"S1","slow",1,2,"C2",1,"slow",0,30
"4_068_1D",2,"S1","slow",1,2,"C2",1,"slow",0,30
"4_068_2A",2,"S1","slow",1,NA,NA,NA,"uninf",0,30
"4_068_2B",2,"S1","slow",1,NA,NA,NA,"uninf",0,30
"4_068_2C",2,"S1","slow",1,2,"C2",1,"slow",0,30
"4_068_2D",2,"S1","slow",1,NA,NA,NA,"uninf",0,30
"4_068_3A",2,"S1","slow",1,NA,NA,NA,"uninf",0,30
"4_068_3B",2,"S1","slow",1,2,"C2",0,"uninf",1,8
"4_068_3C",2,"S1","slow",1,2,"C3",1,"slow",0,30
"4_068_3D",2,"S1","slow",1,2,"C3",1,"slow",0,30
"4_068_4A",2,"S1","slow",1,2,"C2",0,"uninf",1,8
"4_068_4B",2,"S1","slow",1,2,"C2",0,"uninf",1,8
"4_068_4C",2,"S1","slow",1,2,"C2",0,"uninf",0,30
"4_068_4D",2,"S1","slow",1,2,"C2",1,"slow",0,30
"4_068_5A",2,"S1","slow",1,2,"C2",1,"slow",1,6
"4_068_5B",2,"S1","slow",1,2,"C2",1,"slow",1,6
"4_068_5C",2,"S1","slow",1,2,"C2",0,"uninf",0,30
